symbol,fold_id,split,model,entry_time,predicted_score,actual_return,actual_win,allow_trade,threshold
AUDUSD,3,train,logistic_primary,2020-04-26 05:00:00+00:00,0.812329141543366,0.002616864276291914,1,0,0.8441450592975358
AUDUSD,3,train,logistic_primary,2020-04-26 05:00:00+00:00,0.812329141543366,0.002616864276291914,1,0,0.8441450592975358
AUDUSD,3,train,logistic_primary,2020-05-18 20:00:00+00:00,0.842779453987164,0.000247396567090258,1,0,0.8441450592975358
AUDUSD,3,train,logistic_primary,2020-05-18 20:00:00+00:00,0.842779453987164,0.000247396567090258,1,1,0.8441450592975358
AUDUSD,3,train,logistic_primary,2020-05-21 20:00:00+00:00,0.15504937508205643,-0.0012772470002602341,0,0,0.8441450592975358
AUDUSD,3,train,logistic_primary,2020-05-21 20:00:00+00:00,0.15504937508205643,-0.0012772470002602341,0,0,0.8441450592975358
AUDUSD,3,train,logistic_primary,2020-05-26 19:00:00+00:00,0.8564355070908817,0.0029926299141301684,1,0,0.8441450592975358
AUDUSD,3,train,logistic_primary,2020-05-26 19:00:00+00:00,0.8564355070908817,0.0029926299141301684,1,1,0.8441450592975358
AUDUSD,3,train,logistic_primary,2020-05-31 05:00:00+00:00,0.7022035938401284,0.0032061960946881797,1,0,0.8441450592975358
AUDUSD,3,train,logistic_primary,2020-05-31 05:00:00+00:00,0.7022035938401284,0.0032061960946881797,1,0,0.8441450592975358
AUDUSD,3,train,logistic_primary,2020-06-02 12:00:00+00:00,0.248665009914415,-0.0007568951102267128,0,0,0.8441450592975358
AUDUSD,3,train,logistic_primary,2020-06-02 12:00:00+00:00,0.248665009914415,-0.0007568951102267128,0,0,0.8441450592975358
AUDUSD,4,test,logistic_primary,2020-06-30 23:00:00+00:00,0.21504633965961822,-0.0012536416975530594,0,1,0.2107361340324666
AUDUSD,4,test,logistic_primary,2020-07-05 05:00:00+00:00,0.20104047937425448,0.004499641849289177,1,1,0.2107361340324666
AUDUSD,4,test,logistic_primary,2020-07-07 09:00:00+00:00,0.1962327917713239,0.00018151934389019648,1,1,0.2107361340324666
AUDUSD,4,test,logistic_primary,2020-07-09 21:00:00+00:00,0.21316004769701963,-0.000767478412387129,0,1,0.2107361340324666
AUDUSD,4,test,logistic_primary,2020-07-15 18:00:00+00:00,0.02611843692356055,0.0012702665081441968,1,1,0.2107361340324666
AUDUSD,4,train,logistic_primary,2020-04-08 00:00:00+00:00,0.7245645604814692,0.0029060557308889625,1,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-04-08 00:00:00+00:00,0.7245645604814692,0.0029060557308889625,1,1,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-04-15 03:00:00+00:00,0.1182537246736779,-0.0012792438384800096,0,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-04-15 03:00:00+00:00,0.1182537246736779,-0.0012792438384800096,0,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-04-22 10:00:00+00:00,0.11732645288727306,-0.0013318960197536032,0,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-04-22 10:00:00+00:00,0.11732645288727306,-0.0013318960197536032,0,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-04-26 05:00:00+00:00,0.9318606930613682,0.002616864276291914,1,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-04-26 05:00:00+00:00,0.9318606930613682,0.002616864276291914,1,1,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-05-18 20:00:00+00:00,0.9350248224305581,0.000247396567090258,1,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-05-18 20:00:00+00:00,0.9350248224305581,0.000247396567090258,1,1,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-05-21 20:00:00+00:00,0.22417823330307907,-0.0012772470002602341,0,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-05-21 20:00:00+00:00,0.22417823330307907,-0.0012772470002602341,0,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-05-26 19:00:00+00:00,0.9663026965326547,0.0029926299141301684,1,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-05-26 19:00:00+00:00,0.9663026965326547,0.0029926299141301684,1,1,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-05-31 05:00:00+00:00,0.7958338258310603,0.0032061960946881797,1,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-05-31 05:00:00+00:00,0.7958338258310603,0.0032061960946881797,1,1,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-06-02 12:00:00+00:00,0.1179897670330291,-0.0007568951102267128,0,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-06-02 12:00:00+00:00,0.1179897670330291,-0.0007568951102267128,0,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-06-09 00:00:00+00:00,0.12698420848352285,-0.0007166377249612386,0,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-06-09 00:00:00+00:00,0.12698420848352285,-0.0007166377249612386,0,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-06-16 20:00:00+00:00,0.0441043901353726,-0.0011804919193233619,0,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-06-16 20:00:00+00:00,0.0441043901353726,-0.0011804919193233619,0,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-06-19 04:00:00+00:00,0.15652168601226035,-0.0013372122611567004,0,0,0.7744530462261829
AUDUSD,4,train,logistic_primary,2020-06-19 04:00:00+00:00,0.15652168601226035,-0.0013372122611567004,0,0,0.7744530462261829
AUDUSD,5,test,logistic_primary,2020-07-22 09:00:00+00:00,0.0037931405036357893,0.0019403806589636087,1,1,0.433575819891062
AUDUSD,5,test,logistic_primary,2020-07-26 03:00:00+00:00,0.38583760356198377,0.001320754103333083,1,1,0.433575819891062
AUDUSD,5,test,logistic_primary,2020-07-30 15:00:00+00:00,0.8632197668527676,-0.00027634073218298343,0,1,0.433575819891062
AUDUSD,5,test,logistic_primary,2020-08-02 05:00:00+00:00,0.14276992082951778,0.006396345630818684,1,1,0.433575819891062
AUDUSD,5,train,logistic_primary,2020-04-22 10:00:00+00:00,0.0447179336641493,-0.0013318960197536032,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-04-22 10:00:00+00:00,0.0447179336641493,-0.0013318960197536032,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-04-26 05:00:00+00:00,0.7235769014068529,0.002616864276291914,1,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-04-26 05:00:00+00:00,0.7235769014068529,0.002616864276291914,1,1,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-05-18 20:00:00+00:00,0.9383870996225865,0.000247396567090258,1,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-05-18 20:00:00+00:00,0.9383870996225865,0.000247396567090258,1,1,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-05-21 20:00:00+00:00,0.12471035630324684,-0.0012772470002602341,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-05-21 20:00:00+00:00,0.12471035630324684,-0.0012772470002602341,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-05-26 19:00:00+00:00,0.8939395708188962,0.0029926299141301684,1,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-05-26 19:00:00+00:00,0.8939395708188962,0.0029926299141301684,1,1,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-05-31 05:00:00+00:00,0.8876745071236783,0.0032061960946881797,1,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-05-31 05:00:00+00:00,0.8876745071236783,0.0032061960946881797,1,1,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-06-02 12:00:00+00:00,0.20004561514022612,-0.0007568951102267128,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-06-02 12:00:00+00:00,0.20004561514022612,-0.0007568951102267128,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-06-09 00:00:00+00:00,0.18076737638339496,-0.0007166377249612386,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-06-09 00:00:00+00:00,0.18076737638339496,-0.0007166377249612386,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-06-16 20:00:00+00:00,0.10417104430003145,-0.0011804919193233619,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-06-16 20:00:00+00:00,0.10417104430003145,-0.0011804919193233619,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-06-19 04:00:00+00:00,0.2869807078632168,-0.0013372122611567004,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-06-19 04:00:00+00:00,0.2869807078632168,-0.0013372122611567004,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-06-30 23:00:00+00:00,0.49793335430552427,-0.0012536416975530594,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-06-30 23:00:00+00:00,0.49793335430552427,-0.0012536416975530594,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-07-05 05:00:00+00:00,0.7677933625476415,0.004499641849289177,1,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-07-05 05:00:00+00:00,0.7677933625476415,0.004499641849289177,1,1,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-07-07 09:00:00+00:00,0.6024243974350334,0.00018151934389019648,1,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-07-07 09:00:00+00:00,0.6024243974350334,0.00018151934389019648,1,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-07-09 21:00:00+00:00,0.3809243242234367,-0.000767478412387129,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-07-09 21:00:00+00:00,0.3809243242234367,-0.000767478412387129,0,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-07-15 18:00:00+00:00,0.5930490950978645,0.0012702665081441968,1,0,0.6993464006124889
AUDUSD,5,train,logistic_primary,2020-07-15 18:00:00+00:00,0.5930490950978645,0.0012702665081441968,1,0,0.6993464006124889
AUDUSD,6,test,logistic_primary,2020-08-11 06:00:00+00:00,0.4979355737780641,-0.0009341243190098712,0,1,0.42435826158104395
AUDUSD,6,test,logistic_primary,2020-08-20 21:00:00+00:00,0.2526778664546637,-0.0005498611782156658,0,1,0.42435826158104395
AUDUSD,6,train,logistic_primary,2020-05-18 20:00:00+00:00,0.8779168923995877,0.000247396567090258,1,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-05-18 20:00:00+00:00,0.8779168923995877,0.000247396567090258,1,1,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-05-21 20:00:00+00:00,0.18548337391827024,-0.0012772470002602341,0,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-05-21 20:00:00+00:00,0.18548337391827024,-0.0012772470002602341,0,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-05-26 19:00:00+00:00,0.8362307039770892,0.0029926299141301684,1,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-05-26 19:00:00+00:00,0.8362307039770892,0.0029926299141301684,1,1,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-05-31 05:00:00+00:00,0.5487675884025863,0.0032061960946881797,1,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-05-31 05:00:00+00:00,0.5487675884025863,0.0032061960946881797,1,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-06-02 12:00:00+00:00,0.1525118658219043,-0.0007568951102267128,0,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-06-02 12:00:00+00:00,0.1525118658219043,-0.0007568951102267128,0,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-06-09 00:00:00+00:00,0.20155328830023916,-0.0007166377249612386,0,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-06-09 00:00:00+00:00,0.20155328830023916,-0.0007166377249612386,0,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-06-16 20:00:00+00:00,0.2495937979069435,-0.0011804919193233619,0,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-06-16 20:00:00+00:00,0.2495937979069435,-0.0011804919193233619,0,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-06-19 04:00:00+00:00,0.21150733904354194,-0.0013372122611567004,0,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-06-19 04:00:00+00:00,0.21150733904354194,-0.0013372122611567004,0,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-06-30 23:00:00+00:00,0.5285832666130723,-0.0012536416975530594,0,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-06-30 23:00:00+00:00,0.5285832666130723,-0.0012536416975530594,0,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-07-05 05:00:00+00:00,0.5543604687453288,0.004499641849289177,1,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-07-05 05:00:00+00:00,0.5543604687453288,0.004499641849289177,1,1,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-07-07 09:00:00+00:00,0.4918628797928255,0.00018151934389019648,1,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-07-07 09:00:00+00:00,0.4918628797928255,0.00018151934389019648,1,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-07-09 21:00:00+00:00,0.6466626605714179,-0.000767478412387129,0,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-07-09 21:00:00+00:00,0.6466626605714179,-0.000767478412387129,0,1,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-07-15 18:00:00+00:00,0.5447342297135956,0.0012702665081441968,1,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-07-15 18:00:00+00:00,0.5447342297135956,0.0012702665081441968,1,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-07-22 09:00:00+00:00,0.8054744554332935,0.0019403806589636087,1,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-07-22 09:00:00+00:00,0.8054744554332935,0.0019403806589636087,1,1,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-07-26 03:00:00+00:00,0.922462676832877,0.001320754103333083,1,0,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-07-26 03:00:00+00:00,0.922462676832877,0.001320754103333083,1,1,0.5728209071105466
AUDUSD,6,train,logistic_primary,2020-07-30 15:00:00+00:00,0.48020397420844696,-0.00027634073218298343,0,0,0.5728209071105466
